"text","word_scores","compound","pos","neu","neg","but_count"
"DYK that #Ohio is the home of #AmericanSolar? From R&amp;D to the Western Hemisphere's largest solar manufacturing footprint, &amp; from development, construction, &amp; operations, to solar recycling, it has it all. @NSGPilkingtonNA's Luckey factory adds yet another essential element. https://t.co/MAOL0CoSPM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Now, 150 @NSGPilkingtonNA employees in Luckey join &gt;1,500 First Solar associates in #Ohio to make the most of the day, helping produce solar modules that deliver the #LowestCarbonSolar available today. #AmericasSolarCompany","{0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.527,0.132,0.868,0,0
".@NSGPilkingtonNA fired up the furnace at its new glass factory in Luckey, #Ohio. Its first new glass float furnace in the United States since 1980 has created 150 new jobs and is a direct result of First Solar's expanded American mfg. footprint in Ohio. #AmericasSolarCompany https://t.co/SOf6nd4Xgw","{0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.052,0.093,0.837,0.07,0
"Join us at the @FAFoodPantry this Monday @ 10AM as we unveil a brand new solar array installation for the people of Hunterdon County, New Jersey! We look forward to welcoming you along with our partners @Merit_SI @omcosolar, @SMA_America, &amp; Pro Circuit Electrical Contracting LLC. https://t.co/H5bsx4CxXz","{1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.659,0.109,0.891,0,0
"Good news for the US! According to Lawrence Berkeley National Labâ€™s 2020 update of utility-scale solar data and trends, more than 4.5GW of utility-scale solar came on-line in 2019, bringing the United Statesâ€™ cumulative capacity over 29 GW 
Learn more: https://t.co/k5vlM4JcVk","{1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.718,0.133,0.867,0,0
"To our devoted Twitter followers, thank you for your interest and perspectives. Itâ€™s been thrilling sharing our story with you. Stay tuned as the journey continues.
#FollowerMilestone #FirstSolar #Solar https://t.co/UrTLHIJNQa","{0, 0, 1.7, 0, 0, 1.5, 0, 0, 0, 2, 0, 0, 0, 0, 2.1, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.92,0.361,0.639,0,0
"As #AmericasSolarCompany, we salute our veterans and thank them for their service. Did you know that many vets have joined our journey to lead the world's sustainable energy future? 
This #VeteransDay weâ€™re proud to celebrate their stories: https://t.co/AtSbCvQPQ0 https://t.co/LnqB463O7L","{0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 2.1, 0, 2.7, 0, 0, 0, 0}",0.886,0.246,0.754,0,0
"As the global installed capacity of solar nears terawatt levels, responsible end of life management becomes increasingly important to contribute to a circular economy and ensure clean energy solutions donâ€™t pose a future waste burden. 
Learn more! https://t.co/ZYCHANgoSM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 1.6, 1.7, 1.1, 0.7, 0, 0, 0, 0, -1.8, -1.9, 0, 0, 0}",0.7,0.274,0.61,0.116,0
"Things are looking good at the @FAFoodPantry! 
@FirstSolar #Series4 modules will be installed soon with the support of Pro Circuit Electrical Contracting. A joy to work with @Merit_SI, @omcosolar, &amp; @SMA_America to complete this 33KW project for the residents of Flemington, NJ. https://t.co/MMU52UGjcf","{0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.866,0.195,0.805,0,0
"#Ultralowcarbonsolar: Itâ€™s here today and here to stay. 
Check out the @ultralowcarbon video to learn more about its availability and the benefits of reducing #embodiedcarbon in the solar #supplychain.
https://t.co/LbEKibiB54 https://t.co/twySGL0LSD","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.382,0.08,0.92,0,0
"Great to see #FirstSolarâ€™s @AndreasWade featured in @pvmagazineâ€™s article on the importance of high-value PV recycling and material recovery targets in increasing the sustainability of the PV sector. #CircularEconomy #Recycle #Sustainability
https://t.co/7P25dX5Vix","{3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.765,0.18,0.82,0,0
"Live feed from the @OrigisEnergy's Twiggs County Solar farm in Georgia: Float like a butterflyâ€¦

Learn more about First Solarâ€™s sustainability practices from our #Sustainability report: https://t.co/Z2xIERuPpJ #FirstSolarFlowerPower https://t.co/WOSqCvJpOu","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.361,0.082,0.918,0,0
"#WhereWednesday: Today we're checking out Toledo's Overland Industrial Park solar project. This community solar installation boasts 20,000+ #FirstSolar modules and will power local Ohio businesses. 

Interested in First Solar for your DG project? https://t.co/NbGbOObjle https://t.co/qtqgNu9TGq","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.402,0.074,0.926,0,0
"#Webinar for International audiences! Learn more about key #PlantPredictPremium features and participate in a live Q&amp;A session. https://t.co/zISggKiXcr https://t.co/Rc90l4YNWP","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"#DidYouKnow that Cattle Egrets usually forage alongside livestock, eating insects stirred up by the larger animals? Here is a group of Georgia Cattle Egrets in the company of First Solar Series 6 modules.
Learn more from our annual sustainability report: https://t.co/DWoT78n5tj https://t.co/B5cbU6PVqj","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Join First Solar's Becky Campbell tomorrow @ 2pm EST at the Tom Tom Foundation's #CitiesRisingSummit for a virtual ""fireside"" chat about how the solar industry &amp; rural communities are collaborating to build a sustainable future in Virginia. To register: https://t.co/zE20SqrGkT https://t.co/25t45ClWWs","{1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.052,0.948,0,0
"Get a quote today!  First Solar is now supporting the US distributed generation market with American solar technology through distribution partners Graybar, Kinect Solar, and WESCO Distribution. 
We'd love to hear from you! Learn more: https://t.co/NbGbOObjle https://t.co/vkxAEudT1w","{0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 0, 0}",0.826,0.18,0.82,0,0
"Live today! Tune in as First Solar CCO, Georges Antoun, discusses everything from component tariffs to tightening supply chains &amp; tech breakthroughs during his ""Future of Solar Manufacturing"" fireside chat at the @greentechmedia   #GTMSolarSummit 2020. https://t.co/1ahPkw33If https://t.co/bmhujBqeaE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Catch First Solar's Karl Brutsaert at #VERGE20 today @ 12PM. Join us &amp; 4,000+ leaders to accelerate the #CleanEconomy. Save 10% with code V20GUEST here: https://t.co/SYIixJ0yUo https://t.co/yR1JSLv66m","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0}",0.66,0.178,0.822,0,0
"@JPee_energies is powering Europeâ€™s largest urban solar power plant with First Solarâ€™s #LowestCarbonSolar technology. Labarde is being constructed on a disused landfill in Bordeaux, France, demonstrating how wasteland can be repurposed to deliver green energy. Learn More:
 â€¦","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0}",0.273,0.054,0.946,0,0
"#RecommendedReadings: Check out this published chapter on ""Policy and market drivers for advancing clean energy"", developed by @Steve_Dahlke and @FirstSolar's @colinmeehan  and John Sterling.  
View the chapter here: https://t.co/JaVSacTGlk","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.586,0.151,0.849,0,0
"#Webinar for International audiences! Learn more about key #PlantPredictPremium features and participate in a live Q&amp;A session. https://t.co/zISggKiXcr https://t.co/JPNQHlWDIz","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"#PlantPredict webinar for International audiences! Join us for a review of key #PlantPredictPremium features and a live Q&amp;A session. https://t.co/zISggKiXcr https://t.co/0NxCyc9Xwg","{0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.359,0.111,0.889,0,0
"Catch First Solar's Karl Brutsaert at #VERGE20 this October 27 @ 12PM. Join us &amp; 4,000+ leaders to accelerate the #CleanEconomy. Save 10% with code V20GUEST here: https://t.co/SYIixJ0yUo https://t.co/XJ5KkoIJtf","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0}",0.66,0.167,0.833,0,0
"The first First Solar module has been installed at the Flemington Area Food Pantry in New Jersey! We're looking forward to seeing this project come to life, with the facility soon benefitting from a 33KW rooftop installation. #AmericasSolarCompany https://t.co/P77AEMEVf6","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0}",0.493,0.077,0.923,0,0
"Friday thoughts: Is the grass really greener on the other side? Tune in below for some #SheepThrills alongside our #Series4 modules in @SiliconRanchCo's Providence, Tennessee solar project. A big thank you to Trent Hendricks from #CabriejoRanch for the footage! https://t.co/eZULZlM89q","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.42,0.067,0.933,0,0
"Coming soon: Clean energy for Indiana &amp; Michigan! First Solar Series 6 modules will soon be installed at the 20MW St. Joseph solar farm, a project that will power @NotreDame's operations. https://t.co/f3wKviCByL
Want S6 modules for your DG project? https://t.co/ISKi0fTRC6","{0, 0, 1.7, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0}",0.659,0.147,0.853,0,0
"First Solar is pleased to be supplying @VistraCorp's six recently announced Texas solar energy projects with 869MWDC of high-performance #Series6 PV technology. #AmericasSolarCompany
https://t.co/IPl6YwfA9u https://t.co/WuXPxZapS2","{0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.612,0.179,0.821,0,0
"Register today to catch @FirstSolar CCO, Georges Antoun, discuss everything from component tariffs to tightening supply chains during his ""Future of Solar Manufacturing"" fireside chat at @greentechmedia's #GTMSolarSummit 2020. https://t.co/1ahPkw33If https://t.co/wFpUQcae7X","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"First Solar's @WadeAndreas, will be joining @GEC_org's CEO, Nancy Gillis to discuss the new EPEAT Category for #photovoltaic modules and #inverters, and address crucial #sustainability questions on renewable electricity purchasing.
Register now: https://t.co/kI3TW1fUUZ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The bird is the word: Our First Solar Series 6 modules have received an official seal of approval from a group of Georgia Cattle Egrets. 

Learn more about our Series 6 module here: https://t.co/R3XkmNUnoH https://t.co/OTDueMHvLj","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.477,0.084,0.916,0,0
"Things are looking up at the Flemington Area Food Pantry ! Thanks to First Solar, Merit SI, OMCO Solar, Pro Circuit Electrical Contracting LLC, and SMA America, the pantry will have a working 33KW rooftop installation to power their operations. Stay tuned for more updates! https://t.co/aws8XOFJC7","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.742,0.125,0.875,0,0
"If you thought the #sustainability impact of #solarPV couldnâ€™t get any better, think again. The @ultralowcarbon Solar Alliance is working to lower embodied carbon in the #solar supply chain.   #SustainableSupplyChains #UltraLowCarbonSolar 
https://t.co/GfsZCbAhmj https://t.co/bGEi9m1EwL","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.178,0.08,0.859,0.061,0
"Join @GEC_org and #FirstSolar on Oct. 20 or 21 for a webinar discussing how the #EPEAT system works and how it addresses sustainability for photovoltaic modules and inverters (PVMI). https://t.co/wkF2SzMMHH","{1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.071,0.929,0,0
"If you thought the #sustainability impact of #solarPV couldnâ€™t get any better, think again. The @ultralowcarbon Solar Alliance is working to lower embodied carbon in the #solar supply chain.   #SustainableSupplyChains #UltraLowCarbonSolar 
https://t.co/GfsZCbAhmj https://t.co/fm8bvy5MOV","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.178,0.08,0.859,0.061,0
"Two weeks left to catch @FirstSolar CCO, Georges Antoun, discuss everything from component tariffs to tightening supply chains during his ""Future of Solar Manufacturing"" fireside chat at @greentechmedia's #GTMSolarSummit 2020. 
Register now! https://t.co/1ahPkw33If https://t.co/wdE6l7SZUj","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
".@GEC_org has officially launched the PV Modules and Inverters category and we are proud to have the worldâ€™s first PV product to be rated in the #EPEAT registry for sustainable electronics. #Sustainability #Ecolabel #Series6 
https://t.co/z0quSR3WnX https://t.co/iY6VWTIqhp","{0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.557,0.119,0.881,0,0
"Thanks for the feature, @Edison_Energy! Great to see Rachel Ett representing First Solar and elaborating on emissionality and our lower carbon solar technology.
https://t.co/qDtVPaX5IH","{1.9, 0, 0, 0, 0, 3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0}",0.726,0.239,0.689,0.072,0
"RT @OdeToOptimism: Equipped with custom e-waste processing technology, @FirstSolar disassembles and recycles old panels at a recycling plant in Ohio, recovering 90% of the materials inside. #ShareSomethingGood

https://t.co/aln9IDF0we https://t.co/JYZVMDFaYy","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"How and where a PV panel and its components are made significantly impacts its carbon footprint. Sourcing #lowercarbonsolar can make all the difference. #SustainableSupplyChains #UltraLowCarbonSolar 
https://t.co/FqWtKVlF7o","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Thanks for the feature, Kinect Solar! Read below as solar guru Kurt Blum elaborates on the benefits of First Solar's Series 6 technology for the DG segment. https://t.co/08Nn57SACR

Interested in a quote for your DG project? Learn more here: https://t.co/6atJbWT6W8","{1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.817,0.187,0.813,0,0
"How and where a PV panel and its components are made significantly impacts its carbon footprint. Sourcing #lowercarbonsolar can make all the difference. #SustainableSupplyChains #UltraLowCarbonSolar 
https://t.co/FqWtKVlF7o https://t.co/rlMHIUgRQp","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Great news! Our American utility-scale quality technology is now available to the distributed generation market via our distribution partners Graybar, Kinect Solar, and WESCO Distribution.

Get a quote today! https://t.co/6atJbWT6W8 https://t.co/Df5pKUk9GA","{3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.689,0.135,0.865,0,0
"Upcoming Webinar! Join us for a review of key #PlantPredictPremium features and a live Q&amp;A session.
https://t.co/YQWPkriKCI https://t.co/RmkeTEOyU8","{0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.359,0.128,0.872,0,0
"Renewable energy: great! E-waste: not so much. #DidYouKnow that by 2050 annual solar PV waste could exceed 10% of current volumes? Learn more about how First Solarâ€™s focus on recycling allows us to recover over 90% of the materials in First Solar modules.
https://t.co/ZYCHANgoSM","{0, 1.1, 3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.571,0.129,0.815,0.056,0
"First Solarâ€™s factories in Ohio, the largest #SolarPV manufacturing footprint in the Western Hemisphere, are a marvel of modern manufacturing. #ManufacturingMarvels gives viewers an inside peek of #Series6 in production. This is solar #MadeInAmerica. 
#AmericasSolarCompany https://t.co/arqpvNGY3f","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.421,0.074,0.926,0,0
"As a founding member of the @ultralowcarbon Solar Alliance, we look forward to #SustainableCollaboration helping drive solar supply chain decarbonization and accelerate momentum toward #sustainability goals. #SustainableSupplyChains #UltraLowCarbonSolar 
https://t.co/hjKY44Ql4U https://t.co/V8BqSvfOLE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.071,0.929,0,0
"Find out how First Solar, the only US-headquartered company among the world's largest solar manufacturers, is making the most of the day to lead #AmericanSolar innovation. This is solar #MadeInAmerica. #AmericasSolarCompany
https://t.co/2mdYJmnMWv","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0}",0.382,0.077,0.923,0,0
"Electricity is the lifeblood of America. Solar electricity generated with First Solar technology helps energize our nation with #LowestCarbonSolar. This is solar #MadeInAmerica
#AmericasSolarCompany
https://t.co/781ClnF4NP","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.691,0.199,0.801,0,0
"Don't miss the October #PlantPredict webinar! Join us for a review of key #PlantPredictPremium features and a live Q&amp;A session.
https://t.co/YQWPkriKCI https://t.co/Omujhro9bj","{0, 0.444, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.447,0.164,0.836,0,0
"From glass manufacturing to project installation, Americaâ€™s workforce is enabling a #cleaner future. This is solar #MadeInAmerica. #AmericasSolarCompany
https://t.co/3Re8NXl77z","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0, 0, 0, 0}",0.178,0.086,0.914,0,0
"When the sun rises over America, First Solar stands ready to make the most of the day. Every day, we work to build innovative, renewable solutions that help lead the world to a sustainable energy future. This is solar #MadeInAmerica. #AmericasSolarCompany https://t.co/ubnol0Bl4b","{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0.7, 0, 1.7, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0}",0.872,0.243,0.757,0,0
"El debate sobre la alta penetraciÃ³n de la energÃ­a solar conduce inevitablemente a la pregunta: Â¿pero quÃ© pasa con la inercia? 
En este artÃ­culo, John Sterling, nuestro Director de Asuntos de Mercado y PolÃ­tica de First Solar, no los explica: https://t.co/nBeK6uMndu","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0}",-0.296,0,0.948,0.052,0
"#ICYMI First Solar participated in a webinar on ""The Economics of Flexible Solar for Electricity Markets in Transition"" with ESIG (Energy Systems Integration Group), REPlantSolutions, LLC, and the U.S. Department of Energy (DOE). 

Tune in now! https://t.co/B0JVDqOU6r https://t.co/QZjMPspBAo","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0}",0.659,0.154,0.846,0,0
"October Webinar Announcement! Join us for a review of key #PlantPredictPremium features and a live Q&amp;A session.
https://t.co/YQWPkriKCI https://t.co/wRguanlm9k","{0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.359,0.122,0.878,0,0
